id,created_at, user_id,text,lang,coordinates_type,coordinates_lat,coordinates_lon,place_id,place_name,place_country_code,retweet_count,favorite_count,_search_string,_search_loc_lat,_search_loc_lon,_search_loc_range,label
1099968444114456578,Mon Feb 25 09:44:48 +0000 2019,784371592532992000,"Here we go - Vamos pï¿½allï¿½ #mwc #mobileworldcongress #barcelona @ Barcelona, Spain https://t.co/mmpUwbiBur",es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,0,0, #MobileWorldCongress,41.3851,2.1734,1,None
1099638532342071298,Sun Feb 24 11:53:51 +0000 2019,100692747,#LaLlotja #mwc #mwc2019 #mobileworldcongress #huawei #huaweiday #barcelona #spain #instaplace #instapicï¿½ https://t.co/XphttJJUWP,ca,Point,41.38223204,2.18253786,1a27537478dd8e38,None,ES,0,0, #MobileWorldCongress,41.3851,2.1734,1,None
1099968444114456578,Mon Feb 25 09:44:48 +0000 2019,784371592532992000,"Here we go - Vamos pï¿½allï¿½ #mwc #mobileworldcongress #barcelona @ Barcelona, Spain https://t.co/mmpUwbiBur",es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,0,0, #mobileWorldCongress,41.3851,2.1734,1,None
1099638532342071298,Sun Feb 24 11:53:51 +0000 2019,100692747,#LaLlotja #mwc #mwc2019 #mobileworldcongress #huawei #huaweiday #barcelona #spain #instaplace #instapicï¿½ https://t.co/XphttJJUWP,ca,Point,41.38223204,2.18253786,1a27537478dd8e38,None,ES,0,0, #mobileWorldCongress,41.3851,2.1734,1,None
1099968444114456578,Mon Feb 25 09:44:48 +0000 2019,784371592532992000,"Here we go - Vamos pï¿½allï¿½ #mwc #mobileworldcongress #barcelona @ Barcelona, Spain https://t.co/mmpUwbiBur",es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,0,0, #MobileWorldCongress,41.385557,2.163845,1,None
1099968444114456578,Mon Feb 25 09:44:48 +0000 2019,784371592532992000,"Here we go - Vamos pï¿½allï¿½ #mwc #mobileworldcongress #barcelona @ Barcelona, Spain https://t.co/mmpUwbiBur",es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,0,0, #mobileWorldCongress,41.385557,2.163845,1,None
1099992875662602241,Mon Feb 25 11:21:53 +0000 2019,164808783,Mobile World Congress 2019 - #mobileworldcongress #mwc2019 #mwc19 #vodafone #vodafonegroup #vodafonespainï¿½ https://t.co/uAJEQj23ti,en,Point,41.3547272,2.1267328,1aca5ffbc553e95b,None,ES,0,0, #MobileWorldCongress,41.35402,2.12874,1,None
1099972921554960385,Mon Feb 25 10:02:35 +0000 2019,164808783,Welcome to MWC Vodafone stand!  - #mobileworldcongress #mwc #mwc2019 #mwc19 #barcelona #catalunya #cataluï¿½aï¿½ https://t.co/LsmWpZGNmD,en,Point,41.3547272,2.1267328,1aca5ffbc553e95b,None,ES,3,2, #MobileWorldCongress,41.35402,2.12874,1,None
1099760484952109056,Sun Feb 24 19:58:26 +0000 2019,326071886,Estamos en el Mobile World Congress con futuring y todo va tan rï¿½pido como el 5G. - . - . - . - . - . - #mwc2019ï¿½ https://t.co/sNLz25Ac28,es,Point,41.3557704,2.129247,1aca5ffbc553e95b,None,ES,0,0, #MobileWorldCongress,41.35402,2.12874,1,None
1099992875662602241,Mon Feb 25 11:21:53 +0000 2019,164808783,Mobile World Congress 2019 - #mobileworldcongress #mwc2019 #mwc19 #vodafone #vodafonegroup #vodafonespainï¿½ https://t.co/uAJEQj23ti,en,Point,41.3547272,2.1267328,1aca5ffbc553e95b,None,ES,0,0, #mobileWorldCongress,41.35402,2.12874,1,None
1099972921554960385,Mon Feb 25 10:02:35 +0000 2019,164808783,Welcome to MWC Vodafone stand!  - #mobileworldcongress #mwc #mwc2019 #mwc19 #barcelona #catalunya #cataluï¿½aï¿½ https://t.co/LsmWpZGNmD,en,Point,41.3547272,2.1267328,1aca5ffbc553e95b,None,ES,3,2, #mobileWorldCongress,41.35402,2.12874,1,None
1099760484952109056,Sun Feb 24 19:58:26 +0000 2019,326071886,Estamos en el Mobile World Congress con futuring y todo va tan rï¿½pido como el 5G. - . - . - . - . - . - #mwc2019ï¿½ https://t.co/sNLz25Ac28,es,Point,41.3557704,2.129247,1aca5ffbc553e95b,None,ES,0,0, #mobileWorldCongress,41.35402,2.12874,1,None
1100094327705849857,Mon Feb 25 18:05:01 +0000 2019,914524007520665600,Un dï¿½a a tope en el #mwc2019 - Maï¿½ana mï¿½s y mejor! - Tengo muchas cosas preparadas para el canal de #youtube - Recordad qï¿½ https://t.co/4RzkI74Pho,es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,1,3, #MobileWorldCongress,41.3872,2.168588,2,None
1099968444114456578,Mon Feb 25 09:44:48 +0000 2019,784371592532992000,"Here we go - Vamos pï¿½allï¿½ #mwc #mobileworldcongress #barcelona @ Barcelona, Spain https://t.co/mmpUwbiBur",es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,0,0, #MobileWorldCongress,41.3872,2.168588,2,None
1099764882776440832,Sun Feb 24 20:15:55 +0000 2019,561612546,"Bona nit @AdaColau, que et sembla si enlloc de seguir sopant t'aixeques i resols el nou xantatge que t'han plantejaï¿½ https://t.co/R6I4p2E1pK",ca,None,None,None,016869722a2554a8,None,ES,1,1, #MobileWorldCongress,41.3872,2.168588,2,None
1099638532342071298,Sun Feb 24 11:53:51 +0000 2019,100692747,#LaLlotja #mwc #mwc2019 #mobileworldcongress #huawei #huaweiday #barcelona #spain #instaplace #instapicï¿½ https://t.co/XphttJJUWP,ca,Point,41.38223204,2.18253786,1a27537478dd8e38,None,ES,0,0, #MobileWorldCongress,41.3872,2.168588,2,None
1100094327705849857,Mon Feb 25 18:05:01 +0000 2019,914524007520665600,Un dï¿½a a tope en el #mwc2019 - Maï¿½ana mï¿½s y mejor! - Tengo muchas cosas preparadas para el canal de #youtube - Recordad qï¿½ https://t.co/4RzkI74Pho,es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,1,3, #mobileWorldCongress,41.3872,2.168588,2,None
1099968444114456578,Mon Feb 25 09:44:48 +0000 2019,784371592532992000,"Here we go - Vamos pï¿½allï¿½ #mwc #mobileworldcongress #barcelona @ Barcelona, Spain https://t.co/mmpUwbiBur",es,Point,41.3888,2.1681,1a27537478dd8e38,None,ES,0,0, #mobileWorldCongress,41.3872,2.168588,2,None
1099764882776440832,Sun Feb 24 20:15:55 +0000 2019,561612546,"Bona nit @AdaColau, que et sembla si enlloc de seguir sopant t'aixeques i resols el nou xantatge que t'han plantejaï¿½ https://t.co/R6I4p2E1pK",ca,None,None,None,016869722a2554a8,None,ES,1,1, #mobileWorldCongress,41.3872,2.168588,2,None
1099638532342071298,Sun Feb 24 11:53:51 +0000 2019,100692747,#LaLlotja #mwc #mwc2019 #mobileworldcongress #huawei #huaweiday #barcelona #spain #instaplace #instapicï¿½ https://t.co/XphttJJUWP,ca,Point,41.38223204,2.18253786,1a27537478dd8e38,None,ES,0,0, #mobileWorldCongress,41.3872,2.168588,2,None
